NPartida,Time,Substituido,Substituto
240,America Saf - MG,Rodrigo,Cazares
240,America Saf - MG,Felipe Azevedo,Martin Benitez
240,Red Bull Bragantino - SP,Jadsom Silva,Eric Ramires
240,Red Bull Bragantino - SP,Vitinho,Luan Candido
240,Red Bull Bragantino - SP,Matheus Gonçalves,Nacho Laquintana
240,Red Bull Bragantino - SP,Alerrandro,Thiago Borbas
241,Flamengo - RJ,Bruno Henrique,Everton
241,Flamengo - RJ,Thiago Maia,Luiz
241,Flamengo - RJ,Wesley,Matheuzinho
241,Flamengo - RJ,Pedro,Gabriel Barbosa
241,Flamengo - RJ,Éverton Ribeiro,Victor Hugo
241,Bahia - BA,Yago Felipe,Acevedo
241,Bahia - BA,Everaldo,Gabriel Xavier
241,Bahia - BA,Camilo Cándido,Jacare
241,Bahia - BA,Ademir,Biel
241,Bahia - BA,Rafael Ratão,Luciano Juba
242,Botafogo - RJ,Gabriel,Luis Henrique
242,Botafogo - RJ,Joao Victor,Matias Segovia
242,Botafogo - RJ,Tche Tche,Di Placido
242,Botafogo - RJ,Junior,Tiquinho
242,Goiás - GO,Willian Oliveira,Matheus Babi
242,Goiás - GO,Allano,Apodi
242,Goiás - GO,Anderson,Alesson
242,Goiás - GO,Joao,Sidimar
242,Goiás - GO,Guilherme,Raphael Guzzo
243,São Paulo - SP,Caio Paulista,Welington
243,São Paulo - SP,Lucas,Juan
243,São Paulo - SP,Wellington Rato,James Rodriguez
243,São Paulo - SP,Rodrigo Nestor,Michel Araujo
243,São Paulo - SP,Alisson,Gabriel Neves
243,Corinthians - SP,Felipe Augusto,Guilherme Biro
243,Corinthians - SP,Giuliano,Roni
243,Corinthians - SP,Mosquito,Pedrinho
243,Corinthians - SP,Cantillo,Renato Augusto
243,Corinthians - SP,Angel Romero,Wesley
244,Santos - SP,Dodo,Messias
244,Santos - SP,Jean,Nonato
244,Santos - SP,Marcos Leonardo,Julio Furch
244,Santos - SP,Yeferson Soteldo,Dodi
244,Santos - SP,Tomás Rincón,Camacho
244,Vasco da Gama S.a.f. - RJ,Puma Rodriguez,Maicon
244,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Sebastian Ferreira
244,Vasco da Gama S.a.f. - RJ,Praxedes,Payet
244,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Jair
244,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Alex Teixeira
245,Red Bull Bragantino - SP,Vitinho,Bruninho
245,Red Bull Bragantino - SP,Eduardo Sasha,Gustavinho
245,Red Bull Bragantino - SP,Jadsom Silva,Eric Ramires
245,Red Bull Bragantino - SP,Matheus Fernandes,Thiago Borbas
245,Red Bull Bragantino - SP,Helinho,Matheus Gonçalves
245,Palmeiras - SP,Vanderlan,Ian
245,Palmeiras - SP,Breno,Kauan Santos
245,Palmeiras - SP,Endrick,Jailson
245,Palmeiras - SP,Fabinho,Lopez
245,Palmeiras - SP,Luis Guilherme,Kevin
246,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Filipe Machado
246,Cruzeiro Saf - MG,Marlon,Kaiki Bruno
246,Cruzeiro Saf - MG,Mateus,Bruno Rodrigues
246,Cruzeiro Saf - MG,Matheus,Fernando
246,Cruzeiro Saf - MG,Nikao,Paulo Vitor
246,America Saf - MG,Pedrinho,Cazares
246,America Saf - MG,Rodrigo,Marlon
246,America Saf - MG,Esteban Burgos,Eder
246,America Saf - MG,Martin Benitez,Breno Lemos
246,America Saf - MG,Nicolas,Javier Mendez
247,Internacional - RS,Gustavo,Aranguiz
247,Internacional - RS,Lucca,Valencia
247,Internacional - RS,Romulo,Hugo Mallo
247,Internacional - RS,Gabriel Barros,Mauricio
247,Internacional - RS,Bruno,Alan Patrick
247,Atlético Mineiro - MG,Hulk,Zaracho
247,Atlético Mineiro - MG,Edenilson,Patrick
247,Atlético Mineiro - MG,Pavon,Alan Franco
247,Atlético Mineiro - MG,Pedrinho,Igor Gomes
248,Coritiba S.a.f. - PR,Sebastian Gomez,Hayner
248,Coritiba S.a.f. - PR,Victor,Jamerson
248,Coritiba S.a.f. - PR,Matheus,Fransergio
248,Coritiba S.a.f. - PR,Slimani,Edu
248,Coritiba S.a.f. - PR,Diogo,Andrey
248,Athletico Paranaense - PR,Alex Santana,Hugo Moura
248,Athletico Paranaense - PR,Bruno Peres,Cuello
248,Athletico Paranaense - PR,Zapelli,Luciano Arriagada
248,Athletico Paranaense - PR,Willian,Romulo
249,Fortaleza - CE,Lucas Crispim,Pochettino
249,Fortaleza - CE,Dudu,Guilherme
249,Fortaleza - CE,Yago,Calebe
249,Fortaleza - CE,Machuca,Romarinho
249,Fortaleza - CE,Thiago Galhardo,Silvio Romero
249,Grêmio - RS,Nathan,Ronald
249,Grêmio - RS,Carballo,Besozzi
249,Grêmio - RS,Cristaldo,Galdino
249,Grêmio - RS,Joao Pedro,Ferreira
250,Cuiabá Saf - MT,Clayson,Cafu
250,Cuiabá Saf - MT,Uendel,RIKELME
250,Cuiabá Saf - MT,DERIK,Wellington Silva
250,Cuiabá Saf - MT,Lucas,Fernando
250,Cuiabá Saf - MT,Ronald,Filipe Augusto
250,Fluminense - RJ,Yony Gonzalez,Lelê
250,Fluminense - RJ,Daniel,Felipe Andrade
250,Fluminense - RJ,Marlon Santos,João Neto
250,Fluminense - RJ,Leo Fernandez,Alexsander
251,Fluminense - RJ,Marcelo,Leo Fernandez
251,Fluminense - RJ,PH GANSO,Lima
251,Fluminense - RJ,Samuel Xavier,Yony Gonzalez
251,Fluminense - RJ,Marlon Santos,Alexsander
251,Fluminense - RJ,Keno,Diogo Barbosa
251,Botafogo - RJ,Tche Tche,Gabriel
251,Botafogo - RJ,Tiquinho,Hugo
251,Botafogo - RJ,Joao Victor,Carlos Alberto
251,Botafogo - RJ,Marlon Freitas,Danilo
251,Botafogo - RJ,Junior,Luis Henrique
252,Vasco da Gama S.a.f. - RJ,Paulinho,Mateus Carvalho
252,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Figueiredo
252,Vasco da Gama S.a.f. - RJ,Paulo Henrique,Puma Rodriguez
252,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Payet
252,São Paulo - SP,Caio Paulista,Welington
252,São Paulo - SP,Alisson,David
252,São Paulo - SP,Rodrigo Nestor,Michel Araujo
252,São Paulo - SP,James Rodriguez,Luciano
252,São Paulo - SP,Wellington Rato,Juan
253,Palmeiras - SP,Ze Rafael,Richard Rios
253,Palmeiras - SP,Kevin,Lopez
253,Palmeiras - SP,Raphael Veiga,Fabinho
253,Palmeiras - SP,Murilo,Luis Guilherme
253,Palmeiras - SP,Gabriel Menino,Jhon Jhon
253,Santos - SP,Kevyson,Joao
253,Santos - SP,Marcos Leonardo,Julio Furch
253,Santos - SP,Morelos,Maximiliano
253,Santos - SP,Nonato,Dodi
253,Santos - SP,Tomás Rincón,Camacho
254,Corinthians - SP,Bruno Mendez,Fagner
254,Corinthians - SP,Matias Rojas,Pedrinho
254,Corinthians - SP,Renato Augusto,Giuliano
254,Corinthians - SP,Wesley,Angel Romero
254,Corinthians - SP,Moscardo,Felipe Augusto
254,Flamengo - RJ,Gerson,De Arrascaeta
254,Flamengo - RJ,Éverton Ribeiro,Luiz
254,Flamengo - RJ,Pedro,Gabriel Barbosa
254,Flamengo - RJ,Wesley,Matheuzinho
254,Flamengo - RJ,Thiago Maia,Victor Hugo
255,Goiás - GO,Halter,Sidimar
255,Goiás - GO,Hugo,Sander
255,Goiás - GO,Willian Oliveira,Matheus Babi
255,Goiás - GO,Raphael Guzzo,Luis
255,Goiás - GO,Anderson,Alesson
255,Bahia - BA,Cauly,Raul Gustavo
255,Bahia - BA,Everaldo,Biel
255,Bahia - BA,Yago Felipe,Acevedo
255,Bahia - BA,Camilo Cándido,Matheus Bahia
255,Bahia - BA,Ademir,Rafael Ratão
256,Atlético Mineiro - MG,Pavon,Patrick
256,Atlético Mineiro - MG,Igor Gomes,Alan Kardec
256,Atlético Mineiro - MG,Alan Franco,Zaracho
256,Atlético Mineiro - MG,Mariano,Renzo Saravia
256,Coritiba S.a.f. - PR,BENJAMIN,Jean
256,Coritiba S.a.f. - PR,Robson,MAURICIO
256,Coritiba S.a.f. - PR,Diogo,Kaio Lima
256,Coritiba S.a.f. - PR,Sebastian Gomez,Andrey
256,Coritiba S.a.f. - PR,Victor,Jamerson
257,Internacional - RS,WANDERSON,Romulo
257,Internacional - RS,Alan Patrick,Dalbert
257,Internacional - RS,Aranguiz,Nicolas Hernandez
257,Internacional - RS,Joao Lucas,Igor Gomes
257,Internacional - RS,Mauricio,Gabriel
257,Grêmio - RS,Ferreira,Besozzi
257,Grêmio - RS,Cristaldo,Nathan
257,Grêmio - RS,Carballo,Galdino
257,Grêmio - RS,Kannemann,Iturbe
257,Grêmio - RS,Villasanti,Andre
258,Athletico Paranaense - PR,Fernandinho,Hugo Moura
258,Athletico Paranaense - PR,Zapelli,Romulo
258,Athletico Paranaense - PR,Pablo,Luciano Arriagada
258,Athletico Paranaense - PR,Cuello,Thiago
258,Athletico Paranaense - PR,Erick,Alex Santana
258,Red Bull Bragantino - SP,Eduardo Sasha,Thiago Borbas
258,Red Bull Bragantino - SP,Eric Ramires,Gustavinho
258,Red Bull Bragantino - SP,Jadsom Silva,Raul
258,Red Bull Bragantino - SP,Matheus Fernandes,Luan Candido
258,Red Bull Bragantino - SP,Helinho,Nacho Laquintana
259,Fortaleza - CE,Pochettino,Calebe
259,Fortaleza - CE,Welison,Thiago Galhardo
259,Fortaleza - CE,Yago,Pedro
259,Fortaleza - CE,Lucero,Silvio Romero
259,Fortaleza - CE,Guilherme Augusto,Machuca
259,America Saf - MG,Everaldo,Breno Lemos
259,America Saf - MG,Gonzalo Mastriani,ADYSON
259,America Saf - MG,Cazares,Wellington Paulista
259,America Saf - MG,Nicolas,Marlon
259,America Saf - MG,Rodrigo,Javier Mendez
260,Cuiabá Saf - MT,Clayson,PABLO
260,Cuiabá Saf - MT,Allyson,Filipe Augusto
260,Cuiabá Saf - MT,Denilson,Fernando
260,Cuiabá Saf - MT,Uendel,RIKELME
260,Cuiabá Saf - MT,DERIK,Cafu
260,Cruzeiro Saf - MG,Lucas Silva,Mateus
260,Cruzeiro Saf - MG,William,Palacios
260,Cruzeiro Saf - MG,Wesley Ribeiro Silva,Matheus Pereira
260,Cruzeiro Saf - MG,Lucas Oliveira,Ian
260,Cruzeiro Saf - MG,Arthur Gomes,Paulo Vitor
261,Fluminense - RJ,Samuel Xavier,Yony Gonzalez
261,Fluminense - RJ,Felipe Melo,Jhon Arias
261,Fluminense - RJ,Martinelli,Leo Fernandez
261,Corinthians - SP,Maycon,Roni
261,Corinthians - SP,Pedrinho,Angel Romero
261,Corinthians - SP,RUAN,Renato Augusto
261,Corinthians - SP,Giuliano,Mosquito
261,Corinthians - SP,Yuri Alberto,Felipe Augusto
262,Vasco da Gama S.a.f. - RJ,Praxedes,Jair
262,Vasco da Gama S.a.f. - RJ,Paulo Henrique,Puma Rodriguez
262,Vasco da Gama S.a.f. - RJ,Maicon,Miranda
262,Vasco da Gama S.a.f. - RJ,Marlon Gomes,Rossi
262,Vasco da Gama S.a.f. - RJ,Payet,Mateus Carvalho
262,Fortaleza - CE,Machuca,Guilherme Augusto
262,Fortaleza - CE,Pochettino,Marinho
262,Fortaleza - CE,Caio,Pedro
262,Fortaleza - CE,Welison,Thiago Galhardo
262,Fortaleza - CE,Yago,Calebe
263,Palmeiras - SP,Gabriel Menino,Jhon Jhon
263,Palmeiras - SP,Raphael Veiga,Lopez
263,Palmeiras - SP,Rony,Breno
263,Palmeiras - SP,Ze Rafael,Fabinho
263,Palmeiras - SP,Kevin,Luis Guilherme
263,Atlético Mineiro - MG,Guilherme Arana,Pavon
263,Atlético Mineiro - MG,Igor Gomes,Rubens
263,Atlético Mineiro - MG,Muricio Lemos,Jemerson
264,Santos - SP,Kevyson,Nonato
264,Santos - SP,Marcos Leonardo,Julio Furch
264,Santos - SP,Dodi,Weslley
264,Santos - SP,Lucas Lima,Mendoza
264,Santos - SP,Maximiliano,Yeferson Soteldo
264,Red Bull Bragantino - SP,Eduardo Sasha,Thiago Borbas
264,Red Bull Bragantino - SP,Raul,Helinho
264,Red Bull Bragantino - SP,Vitinho,Sorriso
264,Red Bull Bragantino - SP,Matheus Fernandes,Eric Ramires
264,Red Bull Bragantino - SP,Matheus Gonçalves,Jadsom Silva
265,Goiás - GO,Joao,Matheus Babi
265,Goiás - GO,Guilherme,Higor
265,Goiás - GO,Julian,Vinicius
265,Goiás - GO,Allano,Alesson
265,São Paulo - SP,Alisson,Michel Araujo
265,São Paulo - SP,Wellington Rato,Juan
265,São Paulo - SP,Rodrigo Nestor,David
265,São Paulo - SP,Pablo,Gabriel Neves
265,São Paulo - SP,Luciano,Erison
266,Cruzeiro Saf - MG,Bruno Rodrigues,Luis Fernando
266,Cruzeiro Saf - MG,Ian,Mateus
266,Cruzeiro Saf - MG,Kaiki Bruno,Wesley Ribeiro Silva
266,Cruzeiro Saf - MG,Matheus Pereira,Nikao
266,Flamengo - RJ,Éverton Ribeiro,De Arrascaeta
266,Flamengo - RJ,Pedro,Gabriel Barbosa
266,Flamengo - RJ,David Luiz,Pablo
266,Flamengo - RJ,Bruno Henrique,Everton
267,Grêmio - RS,Besozzi,Galdino
267,Grêmio - RS,Fabio,Joao Pedro
267,Grêmio - RS,Cristaldo,Luan
267,Grêmio - RS,Iturbe,Ferreira
267,Grêmio - RS,Nathan,Josue
267,Athletico Paranaense - PR,Erick,Alex Santana
267,Athletico Paranaense - PR,Vitor Bueno,Romulo
267,Athletico Paranaense - PR,Pablo,Luciano Arriagada
267,Athletico Paranaense - PR,Zapelli,Kaique
267,Athletico Paranaense - PR,Fernandinho,Hugo Moura
268,Coritiba S.a.f. - PR,Sebastian Gomez,MAURICIO
268,Coritiba S.a.f. - PR,Victor,Jamerson
268,Coritiba S.a.f. - PR,Robson,Jesé Rodriguez
268,Coritiba S.a.f. - PR,Natanael Milouski,Lucas
268,Coritiba S.a.f. - PR,Matheus,Edu
268,Cuiabá Saf - MT,Clayson,PITTA
268,Cuiabá Saf - MT,DERIK,Cafu
268,Cuiabá Saf - MT,Lucas,Allyson
268,Cuiabá Saf - MT,Fernando,Denilson
269,Bahia - BA,Cauly,Mugni
269,Bahia - BA,Yago Felipe,Acevedo
269,Bahia - BA,Thaciano,Rafael Ratão
269,Bahia - BA,Vitor Hugo,Raul Gustavo
269,Bahia - BA,Biel,Luciano Juba
269,Internacional - RS,Gabriel,Romulo
269,Internacional - RS,Bruno,Pedro
269,Internacional - RS,Dalbert,Hugo Mallo
269,Internacional - RS,Mauricio,Gabriel Barros
269,Internacional - RS,Luiz Adriano,Lucca
270,America Saf - MG,Mateus,Rodrigo
270,America Saf - MG,Martin Benitez,Cazares
270,America Saf - MG,Felipe Azevedo,Renato Kayzer
270,America Saf - MG,Nicolas,Marlon
270,America Saf - MG,Danilo,Ale
270,Botafogo - RJ,Adryelson,Philipe
270,Botafogo - RJ,Tiquinho,Diego Costa
270,Botafogo - RJ,Gabriel,Danilo
270,Botafogo - RJ,Junior,Bastos
270,Botafogo - RJ,Joao Victor,Luis Henrique
271,Flamengo - RJ,Gerson,Everton
271,Flamengo - RJ,Bruno Henrique,Luiz
271,Flamengo - RJ,De Arrascaeta,Éverton Ribeiro
271,Flamengo - RJ,Pedro,Gabriel Barbosa
271,Vasco da Gama S.a.f. - RJ,Gabriel Pec,Erick Marcus
271,Vasco da Gama S.a.f. - RJ,Payet,Orellano
271,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Jair
271,Vasco da Gama S.a.f. - RJ,Paulo Henrique,Puma Rodriguez
271,Vasco da Gama S.a.f. - RJ,Praxedes,Sebastian Ferreira
272,Botafogo - RJ,Carlos,Diego Costa
272,Botafogo - RJ,Joao Victor,Luis Henrique
272,Athletico Paranaense - PR,Fernandinho,Hugo Moura
272,Athletico Paranaense - PR,Zapelli,Romulo
273,São Paulo - SP,Welington,Nathan
273,São Paulo - SP,Alisson,Wellington Rato
273,São Paulo - SP,James Rodriguez,Rodrigo Nestor
273,São Paulo - SP,David,Luciano
273,São Paulo - SP,Lucas,Erison
273,Grêmio - RS,Josue,Joao Vitor
273,Grêmio - RS,Kannemann,Galdino
273,Grêmio - RS,Cristaldo,Nathan
274,Corinthians - SP,Moscardo,Giuliano
274,Corinthians - SP,RUAN,Matias Rojas
274,Corinthians - SP,Pedrinho,Felipe Augusto
274,Corinthians - SP,Renato Augusto,Wesley
274,Corinthians - SP,Matheus Bidu,Fabio Santos
274,America Saf - MG,Marlon,Eder
274,America Saf - MG,Felipe Azevedo,Ale
274,America Saf - MG,Emmanuel Martinez,Cazares
274,America Saf - MG,Martin Benitez,Breno Lemos
274,America Saf - MG,Gonzalo Mastriani,Wellington Paulista
275,Red Bull Bragantino - SP,Vitinho,Henry Mosquera
275,Red Bull Bragantino - SP,Aderlan,Andres Hurtado
275,Red Bull Bragantino - SP,Eduardo Sasha,Thiago Borbas
275,Red Bull Bragantino - SP,Matheus Fernandes,Luan Candido
275,Red Bull Bragantino - SP,Eric Ramires,Jadsom Silva
275,Fluminense - RJ,Daniel,PH GANSO
275,Fluminense - RJ,Samuel Xavier,Lelê
275,Fluminense - RJ,Diogo Barbosa,Leo Fernandez
275,Fluminense - RJ,Alexsander,Yony Gonzalez
276,Atlético Mineiro - MG,Bruno Fuchs,Jemerson
276,Atlético Mineiro - MG,Zaracho,Pavon
276,Atlético Mineiro - MG,Igor Gomes,Pedrinho
276,Atlético Mineiro - MG,Alan Franco,Rodrigo Battaglia
276,Cruzeiro Saf - MG,Matheus Pereira,Nikao
276,Cruzeiro Saf - MG,Kaiki Bruno,JAPA
276,Cruzeiro Saf - MG,Lucas Silva,Mateus
276,Cruzeiro Saf - MG,Arthur Gomes,Rafael Papagaio
277,Internacional - RS,Alan Patrick,Luiz Adriano
277,Internacional - RS,Aranguiz,Bruno
277,Internacional - RS,WANDERSON,Carlos de Pena
277,Internacional - RS,Joao Lucas,Romulo
277,Internacional - RS,Valencia,Pedro
277,Santos - SP,Julio Furch,Maximiliano
277,Santos - SP,Kevyson,Junior Caiçara
277,Santos - SP,Lucas Lima,Rodrigo
277,Santos - SP,Dodi,Nonato
278,Coritiba S.a.f. - PR,Matheus,Andrey
278,Coritiba S.a.f. - PR,Samaris,Bruno Gomes
278,Coritiba S.a.f. - PR,Sebastian Gomez,Fransergio
278,Coritiba S.a.f. - PR,Slimani,Jesé Rodriguez
278,Coritiba S.a.f. - PR,Robson,MAURICIO
278,Palmeiras - SP,Lopez,Rony
278,Palmeiras - SP,Raphael Veiga,Artur
278,Palmeiras - SP,Breno,Kevin
278,Palmeiras - SP,Mayke,Marcos Rocha
278,Palmeiras - SP,Ze Rafael,Fabinho
279,Bahia - BA,Thaciano,Luciano Juba
279,Bahia - BA,Cauly,Diego Rosa
279,Bahia - BA,Everaldo,Ademir
279,Bahia - BA,Camilo Cándido,Matheus Bahia
279,Bahia - BA,Biel,Rafael Ratão
279,Fortaleza - CE,Dudu,Guilherme
279,Fortaleza - CE,Lucas Crispim,Calebe
279,Fortaleza - CE,Pedro,Caio
279,Fortaleza - CE,Guilherme Augusto,Machuca
280,Cuiabá Saf - MT,RIKELME,Patric
280,Cuiabá Saf - MT,Fernando,Ronald
280,Cuiabá Saf - MT,Lucas,Denilson
280,Cuiabá Saf - MT,DERIK,PITTA
280,Cuiabá Saf - MT,Clayson,Wellington Silva
280,Goiás - GO,Julian,Sander
280,Goiás - GO,Allano,Vinicius
280,Goiás - GO,Guilherme,Raphael Guzzo
280,Goiás - GO,Higor,Vinicius
280,Goiás - GO,Joao,Alesson
281,Fluminense - RJ,German Cano,David Braz
281,Fluminense - RJ,Marcelo,Diogo Barbosa
281,Fluminense - RJ,Keno,Lelê
281,Fluminense - RJ,PH GANSO,Alexsander
281,Fluminense - RJ,Felipe Melo,Lima
281,Goiás - GO,Willian Oliveira,Raphael Guzzo
281,Goiás - GO,Hugo,Sander
281,Goiás - GO,Morelli,Vinicius
281,Goiás - GO,Guilherme,Higor
281,Goiás - GO,Allano,Alesson
282,Vasco da Gama S.a.f. - RJ,Zé Gabriel,Alex Teixeira
282,Vasco da Gama S.a.f. - RJ,Praxedes,Jair
282,Vasco da Gama S.a.f. - RJ,Payet,Erick Marcus
282,Vasco da Gama S.a.f. - RJ,Paulo Henrique,Puma Rodriguez
282,Internacional - RS,Valencia,Pedro
282,Internacional - RS,Mauricio,Igor Gomes
282,Internacional - RS,Alan Patrick,Bruno
282,Internacional - RS,Aranguiz,Carlos de Pena
282,Internacional - RS,BUSTOS,Nicolas Hernandez
283,Palmeiras - SP,Endrick,Rony
283,Palmeiras - SP,Richard Rios,Fabinho
283,Palmeiras - SP,Mayke,Marcos Rocha
283,Palmeiras - SP,Breno,Luis Guilherme
283,Palmeiras - SP,Raphael Veiga,Artur
283,São Paulo - SP,David,Luciano
283,São Paulo - SP,Alisson,Nathan
283,São Paulo - SP,Gabriel Neves,Rodrigo Nestor
283,São Paulo - SP,James Rodriguez,Sebastian Mendez
283,São Paulo - SP,Lucas,Wellington Rato
284,Santos - SP,Marcos Leonardo,Rodrigo
284,Santos - SP,Lucas,Joao
284,Santos - SP,Lucas Lima,Maximiliano
284,Santos - SP,Kevyson,Julio Furch
284,Santos - SP,Yeferson Soteldo,Mendoza
284,Coritiba S.a.f. - PR,Natanael Milouski,Hayner
284,Coritiba S.a.f. - PR,Matheus,MAURICIO
284,Coritiba S.a.f. - PR,Robson,Reynaldo
284,Coritiba S.a.f. - PR,Slimani,Bruno Gomes
284,Coritiba S.a.f. - PR,Marcelino Moreno,Fransergio
285,Red Bull Bragantino - SP,Eduardo Sasha,Talisson
285,Red Bull Bragantino - SP,Vitinho,Henry Mosquera
285,Red Bull Bragantino - SP,Luan Candido,Thiago Borbas
285,Red Bull Bragantino - SP,Aderlan,Helinho
285,Red Bull Bragantino - SP,Matheus Gonçalves,Andres Hurtado
285,Atlético Mineiro - MG,Bruno Fuchs,Igor
285,Atlético Mineiro - MG,Paulinho,Rever
285,Atlético Mineiro - MG,Rubens,Igor Gomes
286,Cruzeiro Saf - MG,Matheus Pereira,Fernando
286,Cruzeiro Saf - MG,Arthur Gomes,Wesley Ribeiro Silva
286,Cruzeiro Saf - MG,Lucas Silva,Nikao
286,Cruzeiro Saf - MG,Filipe Machado,Ian
286,Bahia - BA,Yago Felipe,Acevedo
286,Bahia - BA,Biel,Ademir
286,Bahia - BA,Thaciano,Mugni
286,Bahia - BA,Cauly,Rafael Ratão
286,Bahia - BA,Camilo Cándido,Matheus Bahia
287,Grêmio - RS,Kannemann,Cristaldo
287,Grêmio - RS,Galdino,Nathan
287,Grêmio - RS,Joao Pedro,Andre
287,Grêmio - RS,Besozzi,Ferreira
287,Flamengo - RJ,Pablo,Luiz
287,Flamengo - RJ,Erick Pulgar,Éverton Ribeiro
287,Flamengo - RJ,Everton,Bruno Henrique
287,Flamengo - RJ,Pedro,Gabriel Barbosa
287,Flamengo - RJ,De Arrascaeta,Matheuzinho
288,Athletico Paranaense - PR,Thiago Heleno,Kaique
288,Athletico Paranaense - PR,Vitor Bueno,Romulo
288,Athletico Paranaense - PR,Zapelli,Willian
288,Athletico Paranaense - PR,Erick,Alex Santana
288,Athletico Paranaense - PR,Fernandinho,Hugo Moura
288,America Saf - MG,Marlon,Nicolas
288,America Saf - MG,Danilo,Mateus
288,America Saf - MG,Felipe Azevedo,Ale
288,America Saf - MG,Rodrigo,Renato Kayzer
288,America Saf - MG,Martin Benitez,Cazares
290,Cuiabá Saf - MT,Clayson,DERIK
290,Cuiabá Saf - MT,Fernando,Ronald
290,Cuiabá Saf - MT,PITTA,Wellington Silva
290,Cuiabá Saf - MT,Lucas,Denilson
290,Cuiabá Saf - MT,RIKELME,Patric
290,Corinthians - SP,Renato Augusto,Matias Rojas
290,Corinthians - SP,Maycon,Roni
290,Corinthians - SP,Fausto,Moscardo
290,Corinthians - SP,Giuliano,Fagner
290,Corinthians - SP,Angel Romero,RUAN
